,wall_time,step,value
67,1655683098.7584918,271,0.7183056473731995
68,1655683531.8421485,275,0.721225380897522
69,1655684050.8126957,279,0.7230660319328308
70,1655684586.070844,283,0.7251912355422974
71,1655685225.9725165,287,0.7252961993217468
72,1655686989.6043487,291,0.7241433262825012
73,1655687390.0605524,295,0.7257394790649414
74,1655687762.7579978,299,0.7287610769271851
75,1655688167.1133814,303,0.7339648008346558
76,1655688550.0814857,307,0.7329679131507874
77,1655688956.405435,311,0.7365682721138
78,1655689327.887436,315,0.7350588440895081
79,1655689661.5248482,319,0.7330711483955383
80,1655690124.4307292,323,0.7333624958992004
81,1655690605.8179417,327,0.7356789708137512
82,1655691080.2572052,331,0.7412716150283813
83,1655691416.6860921,335,0.7439141273498535
84,1655691769.0447738,339,0.7437894344329834
85,1655692199.7821078,343,0.7399485111236572
86,1655692621.097751,347,0.739626944065094
87,1655693024.205271,351,0.7403079867362976
88,1655693500.2829444,355,0.7404404282569885
89,1655693844.1683977,359,0.7431350350379944
90,1655694217.18087,363,0.7465063333511353
91,1655694535.903021,367,0.7497427463531494
92,1655694987.9134338,371,0.7520620226860046
93,1655695471.4309893,375,0.754287600517273
94,1655695824.5153308,379,0.7569142580032349
95,1655696228.3931003,383,0.7555134892463684
96,1655696587.0466096,387,0.7576576471328735
97,1655696993.1419756,391,0.7540494203567505
98,1655697362.050264,395,0.7512231469154358
99,1655697748.1585739,399,0.7504897713661194
100,1655698172.8309038,403,0.7505872249603271
101,1655698588.9983299,407,0.755057692527771
102,1655699040.6138537,411,0.7570884227752686
103,1655699423.838855,415,0.7560227513313293
104,1655699815.084279,419,0.7591204643249512
105,1655700147.3728423,423,0.7619116306304932
106,1655700534.1280503,427,0.7646498084068298
107,1655700954.297211,431,0.7621035575866699
108,1655701377.6710386,435,0.7629852294921875
109,1655701773.124924,439,0.7622220516204834
110,1655702157.406319,443,0.7628642916679382
111,1655702488.2425995,447,0.7611641883850098
112,1655702898.6276157,451,0.7614020705223083
113,1655703319.8913567,455,0.7656302452087402
114,1655703735.5092747,459,0.7680841684341431
115,1655704041.3894823,463,0.767462968826294
116,1655704443.6260467,467,0.769960343837738
117,1655704836.9730482,471,0.7723364233970642
118,1655705144.4114408,475,0.7758959531784058
119,1655705512.8498404,479,0.7763206362724304
120,1655705889.0552368,483,0.7779196500778198
121,1655706240.2396436,487,0.7790940999984741
122,1655706598.5801618,491,0.7793908715248108
123,1655706985.7241805,495,0.7790245413780212
124,1655707395.0531049,499,0.7786452174186707
125,1655707689.5222166,503,0.7783373594284058
126,1655708114.884997,507,0.7801336050033569
127,1655709792.6745036,511,0.7823505401611328
128,1655713748.591907,515,0.7800024151802063
129,1655714112.346248,519,0.7793936133384705
130,1655714506.515838,523,0.7792072296142578
131,1655714929.8526278,527,0.7793283462524414
132,1655715277.3795438,531,0.7727764844894409
133,1655715727.8393495,535,0.7742672562599182
134,1655716083.7552402,539,0.7767552137374878
135,1655716523.763985,543,0.7745522260665894
136,1655716949.7131252,547,0.7759637832641602
137,1655717351.1391134,551,0.7758858799934387
138,1655717759.4062424,555,0.7756101489067078
139,1655718111.7352047,559,0.7763532996177673
140,1655718522.0870085,563,0.7766614556312561
141,1655718936.7978008,567,0.7736561894416809
142,1655719303.3335118,571,0.774562656879425
143,1655719743.5430386,575,0.7777689695358276
144,1655720134.3128188,579,0.7789379954338074
145,1655720504.8776605,583,0.7825642824172974
146,1655720924.4318101,587,0.7812139987945557
147,1655721297.5999024,591,0.7824519872665405
148,1655721676.723831,595,0.7819441556930542
149,1655722110.8338566,599,0.7834091782569885
150,1655722499.3437562,603,0.7833400368690491
151,1655722905.3492808,607,0.7816766500473022
152,1655723249.7553349,611,0.7817666530609131
153,1655723783.755081,615,0.7814985513687134
154,1655724359.5410202,619,0.7806138396263123
155,1655724724.742474,623,0.783884584903717
156,1655725066.6211681,627,0.7841549515724182
157,1655725456.0304904,631,0.785311758518219
158,1655725874.4892569,635,0.7853936553001404
159,1655726263.2239552,639,0.7882558107376099
160,1655726698.602032,643,0.7903977632522583
161,1655727134.0458899,647,0.7909314632415771
162,1655727480.086257,651,0.7916436791419983
163,1655727919.597883,655,0.7894937992095947
164,1655728410.110478,659,0.7881381511688232
165,1655728793.5820446,663,0.7890045642852783
166,1655732333.8861027,667,0.7880977988243103
167,1655732760.990628,671,0.7881719470024109
168,1655733107.9253137,675,0.7906136512756348
169,1655733466.2867935,679,0.7914338707923889
170,1655733834.5048013,683,0.7936872243881226
171,1655734347.6787665,687,0.7952194809913635
172,1655734665.8929396,691,0.7939229011535645
173,1655735080.347373,695,0.7934322953224182
174,1655735441.4101841,699,0.7930113673210144
175,1655735793.5768154,703,0.7951798439025879
176,1655736132.376628,707,0.7969341278076172
177,1655736687.6607015,711,0.797883152961731
178,1655737099.6624327,715,0.798890233039856
179,1655737503.4269829,719,0.7980857491493225
180,1655737933.1600902,723,0.7991885542869568
181,1655738302.752381,727,0.799706757068634
182,1655738733.2828288,731,0.7997057437896729
183,1655739071.5096908,735,0.8022747039794922
184,1655739432.6679308,739,0.8015375733375549
185,1655739868.9288127,743,0.8039001822471619
186,1655740328.997698,747,0.8026093244552612
187,1655740716.1397653,751,0.8031596541404724
188,1655741026.6507215,755,0.8000129461288452
189,1655741388.2367947,759,0.7971058487892151
190,1655741811.2649648,763,0.7988923192024231
191,1655742197.441739,767,0.8011595010757446
192,1655742538.2041113,771,0.8011228442192078
193,1655742897.8968523,775,0.7985164523124695
194,1655743300.9935534,779,0.7994086742401123
195,1655743704.138704,783,0.7993698716163635
196,1655744157.465558,787,0.7996787428855896
197,1655744529.6916645,791,0.7996288537979126
198,1655744895.4808545,795,0.79900062084198
199,1655745348.8069367,799,0.8001798987388611
200,1655745659.820732,803,0.8024957180023193
201,1655746031.7117682,807,0.8023698329925537
202,1655746497.938708,811,0.8020420670509338
203,1655746890.3928423,815,0.8039785027503967
204,1655747311.5976734,819,0.8060720562934875
205,1655747690.303771,823,0.8056570291519165
206,1655748027.6467724,827,0.8039951920509338
207,1655748404.03668,831,0.8026384711265564
208,1655748810.3796082,835,0.7991149425506592
209,1655749333.1719956,839,0.8006680607795715
210,1655749715.2424388,843,0.7993720173835754
211,1655750148.1675322,847,0.7998696565628052
212,1655750510.8823323,851,0.8017117381095886
213,1655750866.6514583,855,0.8023433685302734
214,1655751240.615566,859,0.8025509119033813
215,1655751653.2064033,863,0.8014465570449829
216,1655752091.57183,867,0.8016127347946167
217,1655752495.217841,871,0.8031054139137268
218,1655752811.4320638,875,0.8032448887825012
219,1655753228.0669284,879,0.8015842437744141
220,1655753627.3178113,883,0.8040978312492371
221,1655754046.9961019,887,0.8028140068054199
222,1655754492.843381,891,0.8054786324501038
223,1655754929.6309152,895,0.8057267665863037
224,1655755315.109991,899,0.8063973784446716
225,1655755723.689905,903,0.8036981821060181
226,1655756140.6356518,907,0.8027155995368958
227,1655756574.1921127,911,0.8039078116416931
228,1655756972.3506136,915,0.8044714331626892
229,1655757325.7127326,919,0.8033181428909302
230,1655757742.700437,923,0.8041109442710876
231,1655758151.6540952,927,0.802976131439209
232,1655758451.7690036,931,0.8013343811035156
233,1655758888.7457392,935,0.8003022074699402
234,1655759245.7498736,939,0.8031733632087708
235,1655759637.5898483,943,0.8033499717712402
236,1655760097.6480095,947,0.8025936484336853
237,1655760522.2457688,951,0.8017466068267822
238,1655760938.986109,955,0.8004887104034424
239,1655761304.0394382,959,0.802164614200592
240,1655761645.5932572,963,0.8038263320922852
241,1655762047.5633786,967,0.8034582138061523
242,1655762459.0186834,971,0.8028176426887512
243,1655762863.99764,975,0.8038044571876526
244,1655763245.3025172,979,0.8032050728797913
245,1655763594.5716212,983,0.8034365773200989
246,1655763991.611361,987,0.8037304878234863
247,1655764371.5125852,991,0.8027189373970032
248,1655764762.3553271,995,0.8065401911735535
249,1655765161.5757482,999,0.8071692585945129
250,1655765596.5499425,1003,0.8070411086082458
251,1655765945.5694284,1007,0.8086598515510559
252,1655766295.1128445,1011,0.8080465793609619
253,1655766694.8519986,1015,0.8080453872680664
254,1655767061.8292413,1019,0.8060946464538574
255,1655767428.132825,1023,0.8067612051963806
256,1655767854.0645928,1027,0.8048382997512817
257,1655768259.6938865,1031,0.8059004545211792
258,1655768640.07852,1035,0.8067931532859802
259,1655769060.4647188,1039,0.8075758814811707
260,1655769439.0201101,1043,0.8066314458847046
261,1655769796.1519375,1047,0.8050523400306702
262,1655770191.7695482,1051,0.8062199950218201
263,1655770613.1504781,1055,0.8058344721794128
264,1655771012.255455,1059,0.8055528998374939
265,1655771423.977524,1063,0.8034621477127075
266,1655771826.1396427,1067,0.8023586869239807
267,1655772200.463211,1071,0.8034812808036804
268,1655772585.838793,1075,0.8033016324043274
269,1655773022.4139655,1079,0.8040851354598999
270,1655773369.3718846,1083,0.8015813827514648
271,1655773847.6819882,1087,0.7985668182373047
272,1655774262.9196365,1091,0.7993102669715881
273,1655774651.9159763,1095,0.7986705899238586
274,1655775033.2352495,1099,0.7970900535583496
275,1655775336.1212041,1103,0.7969954013824463
276,1655775657.282422,1107,0.7956856489181519
277,1655776132.845655,1111,0.7935170531272888
278,1655776544.7570598,1115,0.7945049405097961
279,1655776903.929499,1119,0.7981379628181458
280,1655777210.3873255,1123,0.7989616394042969
281,1655777530.5161278,1127,0.8005045652389526
282,1655777946.484058,1131,0.80074143409729
283,1655778353.0672379,1135,0.7992340922355652
284,1655778705.3579545,1139,0.8015918731689453
285,1655779037.7516403,1143,0.800291895866394
286,1655779528.8464065,1147,0.7997070550918579
287,1655779954.5862367,1151,0.8023369312286377
288,1655780363.1495376,1155,0.8023463487625122
289,1655780768.78788,1159,0.8030820488929749
290,1655781210.2293136,1163,0.801775336265564
291,1655781656.4883485,1167,0.7998927235603333
292,1655782064.5136876,1171,0.8014119863510132
293,1655782481.1984751,1175,0.8023424744606018
294,1655782891.9035013,1179,0.800864577293396
295,1655783299.8255475,1183,0.7998549342155457
296,1655783678.0595279,1187,0.8020729422569275
297,1655784035.5765524,1191,0.8009012341499329
298,1655784438.239045,1195,0.8001078367233276
299,1655784852.473025,1199,0.8013560771942139
300,1655785249.225146,1203,0.8042590618133545
301,1655785584.3848386,1207,0.8050838708877563
302,1655785895.9710774,1211,0.8040038347244263
303,1655786333.7111433,1215,0.8030946850776672
304,1655786720.3860857,1219,0.8048809766769409
305,1655787044.9392073,1223,0.8052041530609131
306,1655787460.0903962,1227,0.8037256002426147
307,1655787885.576628,1231,0.8068730235099792
308,1655788261.7801971,1235,0.8062377572059631
309,1655788663.1639519,1239,0.8070437908172607
310,1655789042.5098553,1243,0.8054202198982239
311,1655789424.752549,1247,0.8038370013237
312,1655789862.0003636,1251,0.8017575144767761
313,1655790195.633181,1255,0.8030284643173218
314,1655790593.8172426,1259,0.8022516965866089
315,1655790979.573459,1263,0.8017759323120117
316,1655791412.9969277,1267,0.8014466166496277
317,1655791799.174437,1271,0.8037863373756409
318,1655792234.9785933,1275,0.8030932545661926
319,1655792664.3618488,1279,0.8049429059028625
320,1655793050.4883044,1283,0.8049506545066833
321,1655793419.3753304,1287,0.8020491600036621
322,1655793744.002921,1291,0.8050591945648193
323,1655794080.8368986,1295,0.8065365552902222
324,1655794499.2474735,1299,0.8067699074745178
325,1655794900.9077172,1303,0.8057948350906372
326,1655795291.5738819,1307,0.8046762347221375
327,1655795715.8216887,1311,0.8038057088851929
328,1655796095.40404,1315,0.8055858016014099
329,1655796505.1867747,1319,0.8043702244758606
330,1655796946.4214997,1323,0.8067891597747803
331,1655797302.4564188,1327,0.8066269755363464
332,1655797659.6400907,1331,0.8047179579734802
333,1655797956.9606564,1335,0.8054220080375671
334,1655798364.8307297,1339,0.8034737706184387
335,1655798646.3310099,1343,0.8060702681541443
336,1655799169.340223,1347,0.8061491847038269
337,1655799593.8107097,1351,0.8073419332504272
338,1655800008.0203128,1355,0.8098432421684265
339,1655800364.4340618,1359,0.8094691634178162
340,1655800725.8876944,1363,0.8066647052764893
341,1655801149.8462217,1367,0.8068565726280212
342,1655801442.7697053,1371,0.8064753413200378
343,1655801797.4441776,1375,0.8075688481330872
344,1655802166.8063364,1379,0.8059169054031372
345,1655802546.445117,1383,0.8067944645881653
346,1655802976.0788462,1387,0.8070719838142395
347,1655803336.2112536,1391,0.8060424327850342
348,1655803644.0328853,1395,0.8059772849082947
349,1655804013.3031597,1399,0.8062229752540588
350,1655804468.4474084,1403,0.8086836934089661
351,1655804816.4972851,1407,0.8071439266204834
352,1655805151.6934319,1411,0.805937647819519
353,1655805555.8767695,1415,0.804692268371582
354,1655805889.7833354,1419,0.804803729057312
355,1655806239.4338155,1423,0.8067832589149475
356,1655806643.112503,1427,0.8074267506599426
357,1655806991.2525697,1431,0.8093900084495544
358,1655807356.7529712,1435,0.8117029070854187
359,1655807757.191796,1439,0.8105320334434509
360,1655808146.1810002,1443,0.8104882836341858
361,1655808454.7333767,1447,0.8091705441474915
362,1655808806.6130314,1451,0.8077694773674011
363,1655809157.2665846,1455,0.8055009245872498
364,1655809471.830767,1459,0.8047064542770386
365,1655809822.8108797,1463,0.8037487864494324
366,1655810202.4477255,1467,0.8027957081794739
367,1655810552.6450567,1471,0.8028442859649658
368,1655811007.7593043,1475,0.8017911911010742
369,1655811393.399295,1479,0.7984648942947388
370,1655811775.7819154,1483,0.800006091594696
371,1655812153.253594,1487,0.7984263896942139
372,1655812450.3975787,1491,0.8034172654151917
373,1655812779.4651535,1495,0.8035064339637756
374,1655813212.5988233,1499,0.8012231588363647
375,1655813601.7826276,1503,0.7982162833213806
376,1655813969.8414834,1507,0.7981881499290466
377,1655814285.2162201,1511,0.8004732131958008
378,1655814672.8841298,1515,0.8014894723892212
379,1655815106.304965,1519,0.800028383731842
380,1655815584.0312536,1523,0.8019939661026001
381,1655815879.3881917,1527,0.8031480312347412
382,1655816237.1722915,1531,0.8029381036758423
383,1655816606.175879,1535,0.8030481338500977
384,1655816935.7649782,1539,0.8017691969871521
385,1655817328.5723143,1543,0.8007956147193909
386,1655817685.4671793,1547,0.8044096231460571
387,1655817997.8879704,1551,0.804469108581543
388,1655818453.9059842,1555,0.8043072819709778
389,1655818871.3552938,1559,0.80340176820755
390,1655819247.161963,1563,0.8072354197502136
391,1655819689.3464139,1567,0.8070786595344543
392,1655820074.6836486,1571,0.8074758052825928
393,1655820407.8599691,1575,0.807470977306366
394,1655820756.9981935,1579,0.8082641959190369
395,1655821108.2290413,1583,0.8097798824310303
396,1655821590.7710977,1587,0.809293806552887
397,1655821960.9603493,1591,0.806879997253418
398,1655822360.1671054,1595,0.8093684315681458
399,1655822800.51883,1599,0.8087766766548157
400,1655823181.2921808,1603,0.8079192042350769
401,1655823538.2180142,1607,0.8070271611213684
402,1655823893.6060932,1611,0.80743408203125
403,1655824330.1966965,1615,0.8097962737083435
404,1655824670.5721264,1619,0.8054800629615784
405,1655825051.0719566,1623,0.8070992231369019
